Neighbourhood Cleansed,Property Type,Room Type,Accommodates,Bathrooms,Bedrooms,Beds,Bed Type,Amenities,Price,Guests Included,Extra People,Price_log
Adelfas,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Iron",82.0,1,0,4.418840607796598
Estrella,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,"TV,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace",30.0,1,0,3.4339872044851463
Ibiza,House,Private room,2,1.0,1.0,1.0,Real Bed,"Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,First aid kit,Essentials,Shampoo,Hangers,Hair dryer",30.0,1,0,3.4339872044851463
Ibiza,Apartment,Entire home/apt,3,1.0,2.0,1.0,Real Bed,"TV,Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace",70.0,1,5,4.2626798770413155
Ibiza,Apartment,Entire home/apt,5,2.0,5.0,5.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Safety card,Essentials",110.0,1,0,4.709530201312334
Ibiza,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",65.0,2,25,4.189654742026425
Ibiza,Apartment,Private room,2,2.0,1.0,2.0,Real Bed,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",30.0,2,0,3.4339872044851463
Ibiza,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron",80.0,3,0,4.394449154672439
Ibiza,Apartment,Entire home/apt,4,2.0,2.0,3.0,Real Bed,"TV,Wireless Internet,Air conditioning,Pool,Kitchen,Doorman,Gym,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Doorman Entry",130.0,2,15,4.875197323201151
Jerónimos,Apartment,Entire home/apt,6,2.0,3.0,5.0,Real Bed,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo",280.0,4,25,5.638354669333745
Guindalera,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Elevator in building,Heating",30.0,1,5,3.4339872044851463
Guindalera,Chalet,Private room,2,1.0,1.0,2.0,Real Bed,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Breakfast,Indoor fireplace,Buzzer/wireless intercom,Heating,Washer,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",60.0,2,0,4.110873864173311
Lista,Apartment,Entire home/apt,6,2.0,3.0,5.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",180.0,1,0,5.198497031265826
Lista,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50",33.0,1,0,3.5263605246161616
Castellana,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,"Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron",79.0,2,10,4.382026634673881
Castellana,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo",113.0,2,28,4.736198448394496
El Viso,House,Private room,2,1.0,1.0,1.0,Real Bed,,405.0,1,0,6.0063531596017325
Prosperidad,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"TV,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",60.0,1,0,4.110873864173311
Recoletos,Bed & Breakfast,Private room,4,3.0,1.0,2.0,Real Bed,"Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Smoking allowed,Doorman,Breakfast,Pets live on this property,Cat(s),Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Safety card,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",45.0,2,15,3.828641396489095
Recoletos,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Kitchen,Pets allowed,Pets live on this property,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo",106.0,1,15,4.672828834461906
Recoletos,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",65.0,3,20,4.189654742026425
Goya,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"Internet,Wireless Internet,Kitchen,Heating,Washer,First aid kit,Essentials,24-hour check-in,Hair dryer,Iron",22.0,1,0,3.1354942159291497
Goya,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Doorman,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron",125.0,1,0,4.836281906951478
Goya,Apartment,Entire home/apt,4,2.0,2.0,3.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers",82.0,1,0,4.418840607796598
Goya,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Doorman,Gym,Buzzer/wireless intercom,Heating,Washer,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",19.0,1,0,2.995732273553991
Goya,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,Essentials",80.0,1,15,4.394449154672439
Fuente del Berro,Apartment,Entire home/apt,3,2.0,1.0,2.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Heating,Washer,Essentials,Hangers,Hair dryer,Iron",75.0,1,0,4.330733340286331
Fuente del Berro,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace",49.0,1,10,3.912023005428146
Fuente del Berro,Apartment,Entire home/apt,6,1.0,2.0,4.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",100.0,1,0,4.61512051684126
Guindalera,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",80.0,1,0,4.394449154672439
Guindalera,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",58.0,2,10,4.07753744390572
La Paz,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Cable TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron",18.0,1,16,2.9444389791664403
La Paz,House,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Kitchen,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50,Private living room",45.0,1,0,3.828641396489095
Casa de Campo,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Washer,Dryer,Smoke detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",20.0,1,15,3.044522437723423
Mirasierra,Chalet,Private room,2,5.0,1.0,10.0,Real Bed,,32.0,1,17,3.4965075614664802
Mirasierra,House,Private room,1,2.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",25.0,1,0,3.258096538021482
Ciudad Universitaria,Loft,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"TV,Wireless Internet,Kitchen,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace",55.0,1,0,4.02535169073515
Numancia,Apartment,Entire home/apt,6,1.0,3.0,4.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",65.0,5,8,4.189654742026425
Numancia,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Smoking allowed,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Lock on bedroom door,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",25.0,1,23,3.258096538021482
Numancia,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,First aid kit,Safety card,Essentials,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",16.0,1,8,2.833213344056216
Valdemarín,House,Private room,1,1.0,0.0,1.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Breakfast,Heating,Washer,Smoke detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",50.0,1,0,3.9318256327243257
Aravaca,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,407.0,1,0,6.0112671744041615
Aravaca,Condominium,Entire home/apt,3,1.0,1.0,3.0,Real Bed,"TV,Internet,Wireless Internet,Pool,Kitchen,Free parking on premises,Doorman,Heating,Family/kid friendly,Washer,Essentials,24-hour check-in,Hangers,Iron,Laptop friendly workspace,Private entrance",50.0,1,15,3.9318256327243257
Puerta del Angel,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Doorman,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",23.0,1,0,3.1780538303479458
Puerta del Angel,Other,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Shampoo",33.0,2,0,3.5263605246161616
Puerta del Angel,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,"Internet,Wireless Internet,Kitchen,Free parking on premises,Smoking allowed,Elevator in building,Heating,Family/kid friendly,Fire extinguisher,Essentials,translation missing: en.hosting_amenity_50",20.0,1,10,3.044522437723423
Puerta Bonita,Condominium,Shared room,3,2.0,1.0,3.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Gym,Elevator in building,Heating,Family/kid friendly,Suitable for events,Washer,Smoke detector,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron",12.0,1,16,2.5649493574615367
Puerta Bonita,Apartment,Private room,2,1.0,2.0,2.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets allowed,Breakfast,Elevator in building,Indoor fireplace,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Carbon monoxide detector,Fire extinguisher,Laptop friendly workspace,Private living room,Private entrance",20.0,1,0,3.044522437723423
Buenavista,House,Private room,1,1.5,1.0,1.0,Real Bed,"Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,translation missing: en.hosting_amenity_50",15.0,1,0,2.772588722239781
Almendrales,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Kitchen,Heating,Washer,Essentials,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",18.0,1,0,2.9444389791664403
Zofío,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,"TV,Wireless Internet,Kitchen,Free parking on premises,Pets live on this property,Dog(s),Elevator in building,Washer,Essentials,Lock on bedroom door,Hangers,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",23.0,1,20,3.1780538303479458
San Diego,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Kitchen,Free parking on premises,Pets allowed,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers",15.0,1,5,2.772588722239781
San Diego,House,Shared room,2,1.0,1.0,1.0,Pull-out Sofa,"Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Breakfast,Buzzer/wireless intercom,Heating,Suitable for events,Washer,First aid kit,Essentials,Shampoo,24-hour check-in,Hair dryer,Iron,Laptop friendly workspace",18.0,1,10,2.9444389791664403
San Diego,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Heating,Washer,Essentials,Shampoo",33.0,1,0,3.5263605246161616
San Diego,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",17.0,1,0,2.8903717578961645
Palomeras Bajas,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50",16.0,1,0,2.833213344056216
Palomeras Bajas,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Kitchen,Heating",35.0,1,0,3.58351893845611
Palomeras Sureste,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Pets allowed,Breakfast,Heating,Family/kid friendly,Essentials,Shampoo,translation missing: en.hosting_amenity_50",30.0,2,10,3.4339872044851463
Marroquina,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"Smoking allowed,translation missing: en.hosting_amenity_50",25.0,1,0,3.258096538021482
Marroquina,Apartment,Private room,2,1.0,1.0,1.0,Pull-out Sofa,"Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",25.0,1,0,3.258096538021482
Vinateros,Apartment,Private room,1,2.0,1.0,1.0,Real Bed,"Wireless Internet,Kitchen,Free parking on premises,Breakfast,Heating,Washer,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49",25.0,1,0,3.258096538021482
Ventas,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Heating,Washer,Essentials,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",20.0,1,0,3.044522437723423
Ventas,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"Cable TV,Internet,Wireless Internet,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Shampoo,Lock on bedroom door,24-hour check-in,Hangers",45.0,1,0,3.828641396489095
Arapiles,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Washer,Dryer,Smoke detector,First aid kit,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",60.0,1,10,4.110873864173311
Arapiles,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,"Internet,Wireless Internet,Wheelchair accessible,Kitchen,Doorman,Pets live on this property,Cat(s),Elevator in building,Heating,Washer,First aid kit,Essentials,Lock on bedroom door,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49",40.0,1,10,3.713572066704308
Arapiles,House,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Doorman,Pets live on this property,Dog(s),Other pet(s),Elevator in building,Heating,Washer,First aid kit,Essentials,Lock on bedroom door,Hair dryer,Iron",40.0,1,35,3.713572066704308
